N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,Detail URL,CODE
19,엔씨소프트,"643,000","5,000",-0.77%,500,"141,164","21,954",50.63,"88,930",39.40,14.72,https://finance.naver.com/item/main.nhn?code=036570,036570
20,SK,"182,000","1,000",-0.55%,200,"128,056","70,360",23.80,"141,035",18.00,4.31,https://finance.naver.com/item/main.nhn?code=034730,034730
21,삼성에스디에스,"162,500","4,000",+2.52%,500,"125,739","77,378",12.11,"170,550",17.07,11.76,https://finance.naver.com/item/main.nhn?code=018260,018260
22,기아차,"29,650",400,+1.37%,"5,000","120,190","405,363",39.08,"1,869,831",6.58,6.50,https://finance.naver.com/item/main.nhn?code=000270,000270
23,KT&G,"81,100",800,+1.00%,"5,000","111,344","137,292",45.78,"484,681",10.74,12.39,https://finance.naver.com/item/main.nhn?code=033780,033780
24,LG,"62,000",500,-0.80%,"5,000","106,985","172,557",34.78,"304,485",10.10,5.87,https://finance.naver.com/item/main.nhn?code=003550,003550
25,아모레퍼시픽,"177,000","1,000",+0.57%,500,"103,472","58,458",29.64,"441,691",51.16,5.36,https://finance.naver.com/item/main.nhn?code=090430,090430
26,삼성생명,"49,100",300,-0.61%,500,"98,200","200,000",13.49,"747,050",10.05,3.26,https://finance.naver.com/item/main.nhn?code=032830,032830
27,SK이노베이션,"98,300","1,800",+1.87%,"5,000","90,894","92,466",25.46,"879,211",-258.01,-0.20,https://finance.naver.com/item/main.nhn?code=096770,096770
28,삼성화재,"190,500",500,-0.26%,500,"90,249","47,375",47.49,"98,102",14.98,4.85,https://finance.naver.com/item/main.nhn?code=000810,000810
29,LG전자,"54,900","1,300",+2.43%,"5,000","89,843","163,648",30.90,"995,287",317.34,0.22,https://finance.naver.com/item/main.nhn?code=066570,066570
30,삼성전기,"113,500","3,500",+3.18%,"5,000","84,777","74,694",30.90,"1,281,455",17.13,10.18,https://finance.naver.com/item/main.nhn?code=009150,009150
31,하나금융지주,"27,600",250,+0.91%,"5,000","82,867","300,242",65.69,"2,331,929",3.46,8.77,https://finance.naver.com/item/main.nhn?code=086790,086790
32,넷마블,"95,500",200,+0.21%,100,"81,931","85,792",23.07,"423,462",52.39,3.54,https://finance.naver.com/item/main.nhn?code=251270,251270
33,S-Oil,"70,000","1,300",+1.89%,"2,500","78,808","112,583",74.73,"827,730",124.78,1.01,https://finance.naver.com/item/main.nhn?code=010950,010950
34,롯데케미칼,"215,500","6,500",-2.93%,"5,000","73,864","34,275",29.23,"254,931",10.33,5.51,https://finance.naver.com/item/main.nhn?code=011170,011170
35,고려아연,"386,000",500,-0.13%,"5,000","72,838","18,870",23.29,"49,989",11.51,9.76,https://finance.naver.com/item/main.nhn?code=010130,010130
36,KT,"23,850",300,+1.27%,"5,000","62,275","261,112",46.38,"846,742",10.06,4.61,https://finance.naver.com/item/main.nhn?code=030200,030200
37,우리금융지주,"8,440",10,+0.12%,"5,000","60,959","722,268",28.12,"2,530,961",3.04,N/A,https://finance.naver.com/item/main.nhn?code=316140,316140
38,한국조선해양,"82,700","5,300",+6.85%,"5,000","58,529","70,773",16.10,"1,103,467",35.68,1.40,https://finance.naver.com/item/main.nhn?code=009540,009540
39,LG유플러스,"13,350",300,+2.30%,"5,000","58,288","436,611",36.13,"1,689,495",13.28,6.30,https://finance.naver.com/item/main.nhn?code=032640,032640
40,강원랜드,"25,050",150,-0.60%,500,"53,592","213,940",26.87,"727,068",16.02,9.16,https://finance.naver.com/item/main.nhn?code=035250,035250
41,KODEX 200,"25,820",170,+0.66%,0,"51,679","200,150",2.23,"7,229,119",N/A,N/A,https://finance.naver.com/item/main.nhn?code=069500,069500
42,한진칼,"87,000","1,200",-1.36%,"2,500","51,478","59,170",19.35,"1,530,044",-21.38,-17.56,https://finance.naver.com/item/main.nhn?code=180640,180640
43,오리온,"124,000","1,000",+0.81%,500,"49,025","39,536",42.00,"95,014",22.74,14.24,https://finance.naver.com/item/main.nhn?code=271560,271560
44,한온시스템,"9,130",20,+0.22%,100,"48,736","533,800",20.38,"828,376",15.29,14.98,https://finance.naver.com/item/main.nhn?code=018880,018880
45,아모레G,"58,100",200,-0.34%,500,"47,908","82,458",21.43,"224,907",38.79,4.12,https://finance.naver.com/item/main.nhn?code=002790,002790
46,기업은행,"7,900",180,+2.33%,"5,000","45,595","577,157",17.40,"4,380,146",3.30,7.36,https://finance.naver.com/item/main.nhn?code=024110,024110
47,코웨이,"61,400","1,600",+2.68%,500,"45,313","73,800",60.31,"415,285",13.61,30.74,https://finance.naver.com/item/main.nhn?code=021240,021240
48,롯데지주,"40,100","2,800",+7.51%,200,"42,069","104,909",10.68,"20,041,351",-11.81,-5.21,https://finance.naver.com/item/main.nhn?code=004990,004990
49,CJ제일제당,"272,500","3,000",+1.11%,"5,000","41,023","15,054",19.31,"69,806",29.26,3.16,https://finance.naver.com/item/main.nhn?code=097950,097950
50,맥쿼리인프라,"11,450",100,+0.88%,0,"39,966","349,044",24.71,"587,919",N/A,N/A,https://finance.naver.com/item/main.nhn?code=088980,088980
51,현대중공업지주,"243,000","12,000",+5.19%,"5,000","39,576","16,287",17.93,"94,257",22.85,2.20,https://finance.naver.com/item/main.nhn?code=267250,267250
52,LG디스플레이,"11,050",50,-0.45%,"5,000","39,539","357,816",22.27,"2,325,881",-1.40,-22.35,https://finance.naver.com/item/main.nhn?code=034220,034220
53,현대건설,"35,050",750,+2.19%,"5,000","39,030","111,356",19.36,"1,024,646",9.59,6.30,https://finance.naver.com/item/main.nhn?code=000720,000720
54,현대글로비스,"101,500","2,100",+2.11%,500,"38,062","37,500",35.67,"162,155",7.58,11.25,https://finance.naver.com/item/main.nhn?code=086280,086280
55,미래에셋대우,"5,610",260,+4.86%,"5,000","36,932","658,316",14.20,"8,486,386",6.92,7.56,https://finance.naver.com/item/main.nhn?code=006800,006800
56,GS,"38,550",750,+1.98%,"5,000","35,819","92,915",22.03,"444,717",6.71,6.26,https://finance.naver.com/item/main.nhn?code=078930,078930
57,삼성카드,"30,000","1,450",+5.08%,"5,000","34,758","115,859",10.81,"365,773",10.10,5.04,https://finance.naver.com/item/main.nhn?code=029780,029780
58,CJ대한통운,"148,000","1,500",+1.02%,"5,000","33,762","22,812",19.28,"54,933",85.01,1.41,https://finance.naver.com/item/main.nhn?code=000120,000120
59,KODEX 레버리지,"10,375",140,+1.37%,0,"33,636","324,200",0.51,"96,846,971",N/A,N/A,https://finance.naver.com/item/main.nhn?code=122630,122630
60,이마트,"120,000",500,-0.41%,"5,000","33,451","27,876",32.08,"245,624",14.30,2.76,https://finance.naver.com/item/main.nhn?code=139480,139480
61,호텔신라,"85,200","3,200",+3.90%,"5,000","33,439","39,248",25.85,"2,036,527",20.08,20.16,https://finance.naver.com/item/main.nhn?code=008770,008770
62,에스원,"86,500",600,+0.70%,500,"32,869","37,999",55.01,"62,126",22.42,11.32,https://finance.naver.com/item/main.nhn?code=012750,012750
63,포스코케미칼,"51,800",300,+0.58%,500,"31,592","60,988",7.33,"220,743",30.98,11.57,https://finance.naver.com/item/main.nhn?code=003670,003670
64,유한양행,"47,150",550,+1.18%,"1,000","31,523","66,857",20.19,"319,144",80.19,2.43,https://finance.naver.com/item/main.nhn?code=000100,000100
65,DB손해보험,"44,150",750,-1.67%,500,"31,258","70,800",40.26,"241,733",8.28,6.92,https://finance.naver.com/item/main.nhn?code=005830,005830
66,LG이노텍,"132,000","4,500",-3.30%,"5,000","31,241","23,667",29.15,"380,910",30.53,4.73,https://finance.naver.com/item/main.nhn?code=011070,011070
67,한미약품,"259,000","3,500",+1.37%,"2,500","30,673","11,843",15.41,"45,405",58.86,7.30,https://finance.naver.com/item/main.nhn?code=128940,128940
68,대림산업,"88,100",700,+0.80%,"5,000","30,659","34,800",40.46,"620,004",5.11,11.74,https://finance.naver.com/item/main.nhn?code=000210,000210
69,GS리테일,"37,950",0,0.00%,"1,000","29,222","77,000",18.96,"505,451",21.95,6.25,https://finance.naver.com/item/main.nhn?code=007070,007070
70,현대제철,"21,600","1,850",+9.37%,"5,000","28,824","133,446",18.76,"2,368,241",168.75,0.10,https://finance.naver.com/item/main.nhn?code=004020,004020
71,TIGER 200,"25,820",170,+0.66%,0,"28,363","109,850",1.35,"1,560,505",N/A,N/A,https://finance.naver.com/item/main.nhn?code=102110,102110
72,롯데쇼핑,"99,800","4,200",-4.04%,"5,000","28,232","28,289",12.86,"325,878",-3.10,-8.14,https://finance.naver.com/item/main.nhn?code=023530,023530
73,한국금융지주,"50,100","2,650",+5.58%,"5,000","27,919","55,726",40.19,"647,721",3.65,18.14,https://finance.naver.com/item/main.nhn?code=071050,071050
74,BGF리테일,"158,000","1,000",-0.63%,"1,000","27,309","17,284",33.11,"21,516",18.04,26.46,https://finance.naver.com/item/main.nhn?code=282330,282330
75,NH투자증권,"9,690",640,+7.07%,"5,000","27,269","281,409",14.94,"3,938,046",6.12,9.12,https://finance.naver.com/item/main.nhn?code=005940,005940
76,삼성중공업,"4,285",195,+4.77%,"5,000","26,996","630,000",15.66,"10,008,111",-2.06,-21.88,https://finance.naver.com/item/main.nhn?code=010140,010140
77,삼성증권,"30,100","1,700",+5.99%,"5,000","26,879","89,300",27.28,"1,416,506",6.86,8.15,https://finance.naver.com/item/main.nhn?code=016360,016360
78,한국타이어앤테크놀로지,"21,250",50,+0.24%,500,"26,323","123,875",38.56,"421,983",6.27,6.03,https://finance.naver.com/item/main.nhn?code=161390,161390
79,신세계,"265,000","1,500",+0.57%,"5,000","26,090","9,845",29.34,"153,467",4.96,14.24,https://finance.naver.com/item/main.nhn?code=004170,004170
80,더존비즈온,"87,900",700,+0.80%,500,"26,082","29,673",44.61,"187,338",52.67,18.78,https://finance.naver.com/item/main.nhn?code=012510,012510
81,쌍용양회,"5,120",20,+0.39%,"1,000","25,798","503,860",2.34,"1,307,196",19.77,7.02,https://finance.naver.com/item/main.nhn?code=003410,003410
82,한국항공우주,"25,650",150,+0.59%,"5,000","25,002","97,475",16.57,"1,124,708",14.67,15.84,https://finance.naver.com/item/main.nhn?code=047810,047810
83,한국가스공사,"26,950",200,+0.75%,"5,000","24,878","92,313",9.55,"302,498",64.17,0.48,https://finance.naver.com/item/main.nhn?code=036460,036460
84,CJ,"81,000",500,-0.61%,"5,000","23,633","29,177",17.76,"77,594",10.81,6.24,https://finance.naver.com/item/main.nhn?code=001040,001040
85,두산밥캣,"23,500",550,+2.40%,500,"23,559","100,249",23.29,"663,509",8.66,7.05,https://finance.naver.com/item/main.nhn?code=241560,241560
86,한화솔루션,"14,550",300,+2.11%,"5,000","23,495","161,479",21.27,"816,991",-9.99,-4.02,https://finance.naver.com/item/main.nhn?code=009830,009830
87,현대해상,"26,100",350,-1.32%,500,"23,333","89,400",42.16,"274,656",8.67,6.23,https://finance.naver.com/item/main.nhn?code=001450,001450
88,금호석유,"76,400",0,0.00%,"5,000","23,277","30,468",30.80,"347,432",8.69,11.84,https://finance.naver.com/item/main.nhn?code=011780,011780
89,하이트진로,"32,450",650,+2.04%,"5,000","22,758","70,134",8.23,"475,016",-54.63,-3.86,https://finance.naver.com/item/main.nhn?code=000080,000080
90,삼성엔지니어링,"11,500",450,+4.07%,"5,000","22,540","196,000",29.70,"3,118,089",7.70,24.62,https://finance.naver.com/item/main.nhn?code=028050,028050
91,현대차2우B,"58,600",300,-0.51%,"5,000","21,380","36,485",69.99,"108,357",5.45,N/A,https://finance.naver.com/item/main.nhn?code=005387,005387
92,휠라홀딩스,"34,800",250,-0.71%,"1,000","21,142","60,752",39.34,"554,824",7.97,23.81,https://finance.naver.com/item/main.nhn?code=081660,081660
93,제일기획,"17,700",100,+0.57%,200,"20,362","115,041",31.22,"745,780",14.75,15.09,https://finance.naver.com/item/main.nhn?code=030000,030000
94,GS건설,"25,300",0,0.00%,"5,000","20,265","80,098",29.04,"526,270",4.56,11.79,https://finance.naver.com/item/main.nhn?code=006360,006360
95,메리츠증권,"3,270",190,+6.17%,"1,000","20,186","617,311",14.99,"6,602,498",4.19,15.06,https://finance.naver.com/item/main.nhn?code=008560,008560
96,KODEX 200선물인버스2X,"6,575",105,-1.57%,0,"19,804","301,200",0.36,"157,083,059",N/A,N/A,https://finance.naver.com/item/main.nhn?code=252670,252670
97,오뚜기,"545,000","3,000",-0.55%,"5,000","19,649","3,605",16.93,"4,258",20.29,7.79,https://finance.naver.com/item/main.nhn?code=007310,007310
98,한미사이언스,"28,600",500,+1.78%,500,"18,879","66,011",1.78,"111,837",61.37,4.73,https://finance.naver.com/item/main.nhn?code=008930,008930
99,대한항공,"19,800",100,+0.51%,"5,000","18,779","94,845",14.53,"1,177,850",-3.02,-22.09,https://finance.naver.com/item/main.nhn?code=003490,003490
100,SKC,"49,550",50,-0.10%,"5,000","18,598","37,535",8.21,"309,377",31.14,3.86,https://finance.naver.com/item/main.nhn?code=011790,011790
101,팬오션,"3,445",45,+1.32%,"1,000","18,416","534,569",10.83,"1,554,094",12.13,5.49,https://finance.naver.com/item/main.nhn?code=028670,028670
102,대우조선해양,"17,150",200,+1.18%,"5,000","18,386","107,206",10.98,"600,364",-39.52,-1.22,https://finance.naver.com/item/main.nhn?code=042660,042660
103,일진머티리얼즈,"39,850",400,+1.01%,500,"18,375","46,111",7.92,"339,959",39.22,8.52,https://finance.naver.com/item/main.nhn?code=020150,020150
